['name', 'redshift', 'B-Band Mag', 'Strech', 'Color', 'dist mod', 'sample', 'Failed', '?', 'Position', 'Sn Type']
['2004gc', '0.0321', [16.81, 0.08], [-1.34, 0.11], [0.24, 0.01], [35.38, 0.13], '0.128', '7', '', [5.3633, 6.6833], 'Anon.', 'Ia']
['2004gs', '0.0276', [17.21, 0.08], [-2.41, 0.11], [0.31, 0.01], [35.48, 0.13], '0.128', '7', '', [8.64, 17.6333], 'MCG +03-22-20', 'Ia']
['2004gu', '0.0470', [17.42, 0.05], [1.12, 0.13], [0.15, 0.01], [36.49, 0.11], '0.128', '7', '', [12.7733, 11.95], 'Anon.', 'Ia']
['2005a', '0.0183', [18.25, 0.12], [-0.65, 0.31], [1.26, 0.02], [34.37, 0.16], '0.128', '7', '', [2.5117, -2.9333], 'NGC 958', 'Ia']
['2005ag', '0.0800', [18.41, 0.03], [0.03, 0.09], [0.02, 0.01], [37.69, 0.1], '0.128', '7', '', [14.945, 9.3333], 'Anon.', 'Ia']
['2005bg', '0.0242', [15.82, 0.09], [0.24, 0.15], [0.04, 0.01], [35.05, 0.13], '0.128', '7', '', [12.2883, 16.3667], 'MCG +03-31-93', 'Ia']
['2005bo', '0.0150', [15.67, 0.15], [-1.43, 0.22], [0.35, 0.01], [33.95, 0.18], '0.128', '7', '', [12.8283, -11.1], 'NGC 4708', 'Ia']
['2005eq', '0.0284', [16.24, 0.08], [1.11, 0.09], [0.06, 0.01], [35.55, 0.13], '0.000', '7', '', [3.1467, -7.0333], 'MCG -01-9-6', 'Ia-p']
['2005hc', '0.0450', [17.3, 0.05], [0.39, 0.06], [0.03, 0.01], [36.55, 0.11], '0.930', '7', '', [1.9467, -0.2167], 'MCG +00-6-3', 'Ia']
['2005iq', '0.0329', [16.78, 0.07], [-1.33, 0.1], [-0.02, 0.01], [35.97, 0.12], '0.128', '7', '', [23.975, -18.7167], 'MCG -03-1-8', 'Ia']
['2005ir', '0.0754', [18.39, 0.03], [0.12, 0.08], [0.04, 0.01], [37.58, 0.1], '0.996', '7', '', [1.2783, 0.8], 'Anon.', 'Ia']
['2005ki', '0.0204', [15.55, 0.11], [-1.89, 0.08], [-0.01, 0.01], [34.66, 0.15], '0.001', '7', '', [10.675, 9.2], 'NGC 3332', 'Ia']
['2005m', '0.0230', [15.88, 0.1], [0.76, 0.06], [0.06, 0.01], [35.13, 0.14], '0.128', '7', '', [9.625, 23.2], 'NGC 2930', 'Ia']
['2005na', '0.0268', [15.92, 0.08], [-0.75, 0.08], [-0.05, 0.01], [35.26, 0.13], '0.128', '7', '', [7.0267, 14.1333], 'UGC 3634', 'Ia']
['2006ax', '0.0179', [14.98, 0.12], [-0.18, 0.05], [-0.03, 0.01], [34.35, 0.16], '0.128', '7', '', [11.4017, -12.2833], 'NGC 3663', 'Ia']
['2006eq', '0.0484', [18.29, 0.08], [-2.49, 0.18], [0.25, 0.04], [36.69, 0.12], '0.128', '7', '', [21.4767, 1.2333], 'Anon.', 'Ia']
['2006py', '0.0567', [17.86, 0.04], [-0.07, 0.25], [0.08, 0.01], [36.96, 0.11], '0.128', '7', '', [22.695, -0.1333], 'Anon.', 'Ia']
['2005kt', '0.0639', [18.36, 0.04], [-1.22, 0.25], [0.08, 0.02], [37.32, 0.12], '0.552', '8', '', [1.1833, 0.2833], 'Anon.', 'Ia']
['2005ez', '0.1293', [20.38, 0.05], [-3.0, 0.26], [0.17, 0.04], [38.92, 0.13], '0.000', '8', '', [3.12, 1.1167], 'Anon.', 'Ia?']
['2005lk', '0.1027', [19.16, 0.04], [-0.42, 0.33], [-0.03, 0.03], [38.49, 0.12], '0.552', '8', '', [21.9967, -1.2], 'Anon.', 'Ia']
['2005ll', '0.2425', [20.97, 0.05], [0.4, 0.93], [0.08, 0.04], [40.13, 0.15], '0.552', '8', '', [22.4683, -1.1333], 'Anon.', 'Ia']
['2005lf', '0.2984', [22.02, 0.11], [1.12, 1.08], [0.16, 0.06], [41.06, 0.22], '0.552', '8', '', [23.3117, -1.2], 'Anon.', 'Ia']
['2005ku', '0.0437', [17.55, 0.06], [-0.94, 0.43], [0.14, 0.02], [36.39, 0.13], '0.552', '8', '', [22.995, -0.0167], 'Anon.', 'Ia']
['2005ml', '0.1130', [19.11, 0.03], [1.19, 0.43], [0.0, 0.02], [38.55, 0.12], '0.552', '8', '', [2.235, -0.2333], 'Anon.', 'Ia']
['2005jb', '0.2565', [21.53, 0.06], [-0.97, 0.61], [0.04, 0.04], [40.61, 0.16], '0.552', '8', '', [22.6017, -0.3667], 'Anon.', 'Ia?']
['2005fc', '0.2956', [21.6, 0.06], [0.72, 1.24], [-0.06, 0.04], [41.14, 0.22], '0.552', '8', '', [21.3617, 0.9], 'Anon.', 'Ia']
['2005mm', '0.3804', [22.18, 0.08], [-1.87, 0.65], [-0.16, 0.08], [41.66, 0.22], '0.552', '8', '', [0.22, 1.15], 'Anon.', 'Ib']
['2005ln', '0.1457', [20.3, 0.03], [-1.01, 0.5], [0.17, 0.02], [39.06, 0.13], '0.552', '8', '', [0.45, -0.5833], 'Anon.', 'Ia']
['2005mo', '0.2735', [21.22, 0.06], [2.98, 0.65], [0.06, 0.03], [40.73, 0.16], '0.552', '8', '', [3.8367, -0.2333], 'Anon.', 'Ia']
['2005lo', '0.2975', [21.74, 0.06], [-1.85, 1.56], [0.02, 0.05], [40.77, 0.21], '0.552', '8', '', [0.62, -1.2], 'Anon.', 'Ia']
['2005lq', '0.3790', [22.17, 0.08], [0.65, 1.13], [-0.01, 0.06], [41.58, 0.2], '0.552', '8', '', [2.6933, 0.2], 'Anon.', 'Ia']
['2005lp', '0.3018', [22.33, 0.08], [2.5, 1.51], [0.18, 0.06], [41.49, 0.25], '0.552', '8', '', [1.795, 0.2], 'Anon.', 'Ia']
['2005mq', '0.3483', [22.01, 0.07], [0.62, 1.39], [0.03, 0.07], [41.31, 0.22], '0.552', '8', '', [23.34, -0.35], 'Anon.', 'Ia']
['2005ff', '0.0857', [19.12, 0.04], [-0.89, 0.12], [0.13, 0.02], [38.0, 0.12], '0.005', '8', '', [22.5117, -0.7833], 'Anon.', 'Ia']
['2005fd', '0.2606', [21.23, 0.05], [-1.27, 0.39], [-0.06, 0.03], [40.52, 0.14], '0.552', '8', '', [21.5867, 0.1667], 'Anon.', 'Ia']
['2005fe', '0.2155', [20.9, 0.04], [0.22, 0.52], [-0.03, 0.03], [40.3, 0.14], '0.552', '8', '', [22.325, 0.5], 'Anon.', 'Ia']
['2005fh', '0.1176', [19.07, 0.03], [0.59, 0.13], [-0.05, 0.02], [38.58, 0.11], '0.000', '8', '', [23.2917, 0.4333], 'Anon.', 'Ia?']
['2005gj', '0.1822', [20.28, 0.04], [0.63, 0.22], [0.03, 0.02], [39.59, 0.12], '0.552', '8', '', [3.02, -0.55], 'Anon.', 'Ia-p']
['2005fj', '0.1418', [20.06, 0.03], [0.97, 0.34], [0.08, 0.02], [39.27, 0.12], '0.552', '8', '', [21.1883, -0.45], 'Anon.', 'Ia']
['2005fo', '0.2605', [21.29, 0.05], [1.12, 0.39], [-0.03, 0.03], [40.81, 0.15], '0.552', '8', '', [21.93, 0.6], 'Anon.', 'Ia']
['2005fl', '0.2328', [21.0, 0.09], [0.83, 0.57], [0.08, 0.04], [40.2, 0.15], '0.552', '8', '', [20.79, -1.25], 'Anon.', 'Ia']
['2005fm', '0.1519', [19.7, 0.03], [0.23, 0.15], [-0.06, 0.02], [39.16, 0.11], '0.990', '8', '', [20.8033, -1.1667], 'Anon.', 'Ia']
['2005fn', '0.0939', [18.64, 0.04], [0.8, 0.26], [-0.06, 0.02], [38.17, 0.12], '0.552', '8', '', [20.815, 0.1833], 'Anon.', 'Ia']
['2005fr', '0.2866', [21.6, 0.05], [-0.05, 0.48], [-0.06, 0.03], [41.04, 0.13], '0.552', '8', '', [1.14, -0.1], 'Anon.', 'Ia']
['2005fy', '0.1943', [21.0, 0.04], [0.48, 0.35], [0.16, 0.02], [39.96, 0.13], '0.552', '8', '', [3.34, -0.8833], 'Anon.', 'Ia']
['2005ey', '0.1470', [19.58, 0.03], [0.46, 0.14], [-0.14, 0.01], [39.3, 0.11], '0.000', '8', '', [2.285, 0.2833], 'Anon.', 'Ia']
['2005fp', '0.2116', [21.78, 0.05], [-2.04, 0.51], [0.11, 0.04], [40.56, 0.16], '0.552', '8', '', [0.4533, 1.1167], 'Anon.', 'Ia']
['2005ft', '0.1801', [20.57, 0.03], [-0.01, 0.19], [0.09, 0.02], [39.64, 0.12], '0.552', '8', '', [2.7017, -0.5333], 'Anon.', 'Ia']
['2005fi', '0.2635', [21.15, 0.04], [0.69, 0.25], [-0.09, 0.02], [40.77, 0.13], '0.552', '8', '', [0.1333, 0.6333], 'Anon.', 'Ia']
['2005fu', '0.1921', [20.65, 0.03], [0.06, 0.26], [-0.03, 0.02], [40.04, 0.12], '0.001', '8', '', [2.8417, 0.8], 'Anon.', 'Ia']
['2005fs', '0.3388', [21.79, 0.07], [1.75, 0.64], [-0.0, 0.04], [41.31, 0.17], '0.552', '8', '', [2.0817, -0.3333], 'Anon.', 'Ia']
['2005fv', '0.1173', [19.8, 0.03], [-0.35, 0.13], [0.13, 0.02], [38.75, 0.11], '0.552', '8', '', [3.09, 0.8667], 'Anon.', 'Ia']
['2005fw', '0.1424', [19.82, 0.03], [0.62, 0.14], [0.03, 0.02], [39.12, 0.11], '0.830', '8', '', [3.5133, -1.2333], 'Anon.', 'Ia']
['2005fa', '0.1609', [20.23, 0.03], [1.18, 0.2], [0.15, 0.02], [39.32, 0.12], '0.000', '8', '', [1.66, -0.7667], 'Anon.', 'Ia']
['2005fx', '0.2884', [21.56, 0.06], [-1.26, 0.5], [-0.06, 0.04], [40.84, 0.15], '0.552', '8', '', [22.9467, 0.4], 'Anon.', 'Ia']
['2005fz', '0.1228', [19.97, 0.05], [-1.19, 0.26], [0.13, 0.04], [38.8, 0.12], '0.552', '8', '', [22.0617, 0.5667], 'Anon.', 'Ia']
['2005go', '0.2636', [21.35, 0.04], [-0.04, 0.36], [0.04, 0.03], [40.55, 0.14], '0.552', '8', '', [1.18, 1.0], 'Anon.', 'Ia']
['2005gp', '0.1265', [20.04, 0.03], [-1.2, 0.16], [0.19, 0.02], [38.71, 0.12], '0.586', '8', '', [3.7, -0.7833], 'Anon.', 'Ia']
['2005ga', '0.1727', [20.24, 0.03], [-0.12, 0.18], [0.01, 0.02], [39.5, 0.11], '0.552', '8', '', [1.1283, -1.0333], 'Anon.', 'Ia']
['2005gc', '0.1638', [20.25, 0.03], [0.22, 0.18], [0.06, 0.02], [39.39, 0.11], '1.000', '8', '', [1.36, -0.9833], 'Anon.', 'Ia']
['2005gs', '0.2495', [21.57, 0.04], [1.44, 0.35], [0.11, 0.03], [40.78, 0.13], '0.552', '8', '', [22.22, 1.05], 'Anon.', 'Ia']
['2005gh', '0.2577', [21.0, 0.05], [0.37, 0.36], [-0.12, 0.03], [40.65, 0.14], '0.552', '8', '', [20.8433, -0.35], 'Anon.', 'Ia?']
['2005hn', '0.1067', [19.58, 0.04], [-0.88, 0.22], [0.05, 0.03], [38.64, 0.12], '0.868', '8', '', [21.9517, -0.2167], 'Anon.', 'Ia']
['2005gd', '0.1599', [20.33, 0.03], [-0.8, 0.18], [0.07, 0.02], [39.35, 0.11], '1.000', '8', '', [1.9983, 0.6333], 'Anon.', 'Ia']
['2005ge', '0.2050', [21.1, 0.04], [-0.43, 0.29], [0.13, 0.02], [40.02, 0.12], '0.552', '8', '', [2.3033, 0.8], 'Anon.', 'Ia?']
['2005gr', '0.2444', [20.78, 0.04], [0.71, 0.29], [-0.01, 0.02], [40.2, 0.12], '0.552', '8', '', [3.61, 1.0833], 'Anon.', 'Ia']
['2005gf', '0.2485', [20.94, 0.04], [0.16, 0.29], [-0.0, 0.02], [40.27, 0.13], '0.552', '8', '', [22.2717, 0.7], 'Anon.', 'Ia']
['2005gg', '0.2285', [20.81, 0.04], [0.68, 0.26], [-0.03, 0.02], [40.25, 0.12], '0.552', '8', '', [22.3117, 0.6333], 'Anon.', 'Ia']
['2005gb', '0.0859', [18.75, 0.03], [-0.55, 0.12], [0.01, 0.01], [37.95, 0.11], '1.000', '8', '', [1.27, 0.8], 'Anon.', 'Ia']
['2005ho', '0.0618', [18.03, 0.04], [0.83, 0.16], [0.11, 0.02], [37.13, 0.12], '0.988', '8', '', [0.99, 0.0], 'Anon.', 'Ia']
['2005gt', '0.2779', [21.9, 0.06], [-1.49, 0.49], [0.07, 0.05], [40.84, 0.17], '0.552', '8', '', [2.0683, -0.3667], 'Anon.', 'Ia?']
['2005gw', '0.2754', [21.52, 0.05], [0.53, 0.47], [0.05, 0.03], [40.74, 0.14], '0.552', '8', '', [23.6333, 0.65], 'Anon.', 'Ia']
['2005gu', '0.3305', [21.95, 0.06], [-0.18, 0.55], [0.0, 0.04], [41.23, 0.16], '0.552', '8', '', [0.8167, -0.9], 'Anon.', 'Ia']
['2005gv', '0.3619', [22.1, 0.07], [0.12, 0.63], [0.01, 0.04], [41.38, 0.17], '0.552', '8', '', [2.565, 0.2833], 'Anon.', 'Ia']
['2005gy', '0.3306', [22.1, 0.07], [0.65, 0.46], [0.17, 0.04], [41.05, 0.15], '0.552', '8', '', [1.435, 0.6833], 'Anon.', 'Ia']
['2005gx', '0.1446', [20.38, 0.03], [-0.64, 0.14], [0.12, 0.02], [39.29, 0.11], '1.000', '8', '', [23.9917, 0.7333], 'Anon.', 'Ia']
['2005gq', '0.3893', [22.23, 0.08], [-0.25, 0.79], [-0.04, 0.06], [41.6, 0.2], '0.552', '8', '', [3.5633, 0.7167], 'Anon.', 'Ia']
['2005hp', '0.1739', [20.3, 0.05], [-0.93, 0.3], [-0.02, 0.03], [39.53, 0.13], '0.552', '8', '', [20.4817, -0.7833], 'Anon.', 'Ia']
['2005hs', '0.3003', [21.69, 0.06], [-0.2, 0.42], [0.05, 0.04], [40.85, 0.15], '0.552', '8', '', [3.49, -1.1], 'Anon.', 'Ia']
['2005hr', '0.1163', [19.46, 0.03], [0.92, 0.18], [0.04, 0.01], [38.75, 0.11], '1.000', '8', '', [3.31, 0.1167], 'Anon.', 'Ia']
['2005hu', '0.2186', [21.17, 0.03], [-0.29, 0.26], [0.09, 0.02], [40.2, 0.12], '0.552', '8', '', [21.9117, 0.4167], 'Anon.', 'Ia']
['2005hx', '0.1197', [19.65, 0.03], [0.03, 0.12], [0.08, 0.01], [38.76, 0.11], '0.552', '8', '', [0.2167, 0.25], 'Anon.', 'Ia']
['2005hy', '0.1546', [19.83, 0.02], [1.44, 0.21], [-0.02, 0.01], [39.32, 0.11], '1.000', '8', '', [0.24, 0.3333], 'Anon.', 'Ia']
['2005hw', '0.4083', [22.47, 0.09], [-1.13, 0.77], [-0.09, 0.07], [41.84, 0.21], '0.552', '8', '', [0.1583, 1.15], 'Anon.', 'Ia']
['2005hv', '0.1776', [20.9, 0.04], [-0.34, 0.38], [0.03, 0.03], [40.07, 0.12], '1.000', '8', '', [22.2117, -0.0333], 'Anon.', 'Ia']
['2005ia', '0.2507', [21.35, 0.04], [1.46, 0.34], [0.03, 0.02], [40.75, 0.12], '0.552', '8', '', [1.1933, 0.0], 'Anon.', 'Ia']
['2005jz', '0.2517', [21.41, 0.04], [-0.49, 0.28], [0.04, 0.02], [40.54, 0.12], '0.552', '8', '', [1.525, -0.6333], 'Anon.', 'Ia']
['2005hz', '0.1287', [20.13, 0.02], [0.47, 0.12], [0.25, 0.01], [38.86, 0.11], '0.552', '8', '', [0.775, 0.8333], 'Anon.', 'Ia']
['2005hq', '0.3996', [22.19, 0.1], [-1.19, 0.81], [-0.15, 0.09], [41.73, 0.21], '0.552', '8', '', [20.8383, -0.8333], 'Anon.', 'Ia?']
['2005ic', '0.3095', [21.57, 0.05], [-0.05, 0.47], [-0.06, 0.03], [41.02, 0.13], '0.552', '8', '', [21.8517, -0.85], 'Anon.', 'Ia']
['2005is', '0.1706', [20.44, 0.03], [-0.84, 0.24], [0.07, 0.02], [39.47, 0.12], '0.552', '8', '', [0.3617, -0.3333], 'Anon.', 'Ia?']
['2005ie', '0.2789', [21.46, 0.05], [-0.67, 0.42], [-0.04, 0.03], [40.77, 0.13], '0.552', '8', '', [2.3167, -0.2667], 'Anon.', 'Ia']
['2005it', '0.3086', [21.8, 0.07], [-0.78, 0.94], [0.04, 0.05], [40.91, 0.18], '0.552', '8', '', [1.08, 0.5167], 'Anon.', 'Ia']
['2005ht', '0.1858', [20.46, 0.04], [0.49, 0.27], [-0.0, 0.02], [39.82, 0.12], '0.552', '8', '', [20.84, -0.1667], 'Anon.', 'Ia']
['2005if', '0.0664', [18.66, 0.04], [-0.77, 0.17], [0.2, 0.01], [37.37, 0.12], '0.544', '8', '', [3.5033, -0.9667], 'Anon.', 'Ia']
['2005ka', '0.3164', [22.12, 0.08], [2.09, 1.09], [0.11, 0.05], [41.4, 0.19], '0.552', '8', '', [22.2317, 1.0833], 'Anon.', 'Ia']
['2005ih', '0.2575', [21.52, 0.04], [0.28, 0.47], [0.11, 0.02], [40.59, 0.13], '0.552', '8', '', [0.12, 0.35], 'Anon.', 'Ia']
['2005iv', '0.2988', [21.52, 0.06], [0.14, 0.67], [-0.08, 0.03], [41.03, 0.15], '0.552', '8', '', [20.5283, 0.25], 'Anon.', 'Ia']
['2005jy', '0.2704', [21.69, 0.04], [-2.15, 0.61], [0.02, 0.03], [40.67, 0.15], '0.552', '8', '', [23.2317, 1.25], 'Anon.', 'Ia']
['2005ig', '0.2795', [21.49, 0.05], [-2.05, 0.47], [0.02, 0.03], [40.5, 0.14], '0.552', '8', '', [22.5083, -0.5], 'Anon.', 'Ia']
['2005ii', '0.2925', [21.78, 0.04], [0.51, 0.61], [0.09, 0.03], [40.92, 0.14], '0.552', '8', '', [0.2183, -0.6167], 'Anon.', 'Ia']
['2005jk', '0.1889', [20.95, 0.03], [-0.7, 0.34], [0.16, 0.02], [39.79, 0.12], '0.000', '8', '', [1.7667, 1.2], 'Anon.', 'Ia']
['2005ix', '0.2658', [20.93, 0.04], [-0.35, 0.35], [-0.13, 0.02], [40.5, 0.12], '0.552', '8', '', [20.6983, 1.1], 'Anon.', 'Ia']
['2005ij', '0.1243', [19.62, 0.03], [-0.13, 0.15], [0.08, 0.01], [38.72, 0.11], '0.030', '8', '', [3.0733, -1.0667], 'Anon.', 'Ia']
['2005id', '0.1825', [20.27, 0.03], [0.63, 0.22], [-0.06, 0.01], [39.78, 0.11], '0.986', '8', '', [23.2783, -0.6667], 'Anon.', 'Ia']
['2005jd', '0.3129', [21.58, 0.05], [0.45, 0.56], [-0.03, 0.03], [41.01, 0.14], '0.552', '8', '', [2.285, 0.5333], 'Anon.', 'Ia']
['2005ik', '0.3095', [21.8, 0.05], [-1.09, 0.74], [-0.09, 0.04], [41.19, 0.15], '0.552', '8', '', [21.5217, -1.05], 'Anon.', 'Ia']
['2005iu', '0.0890', [18.67, 0.04], [-0.34, 0.18], [0.04, 0.02], [37.83, 0.12], '0.552', '8', '', [20.3383, 0.2167], 'Anon.', 'Ia']
['2005iy', '0.4025', [22.5, 0.09], [1.17, 1.22], [0.01, 0.07], [41.91, 0.21], '0.552', '8', '', [21.415, 0.3833], 'Anon.', 'Ia']
['2005iz', '0.2006', [20.98, 0.05], [-2.26, 0.39], [0.05, 0.03], [39.85, 0.13], '1.000', '8', '', [21.8717, 0.2667], 'Anon.', 'Ia']
['2005ja', '0.3264', [21.63, 0.05], [0.34, 0.69], [-0.0, 0.03], [40.97, 0.14], '0.552', '8', '', [23.9317, 0.8833], 'Anon.', 'Ia']
['2005jc', '0.2116', [20.83, 0.03], [-0.23, 0.22], [0.05, 0.02], [39.98, 0.12], '0.552', '8', '', [0.7567, 1.0833], 'Anon.', 'Ia']
['2005jl', '0.1797', [20.55, 0.03], [-0.34, 0.25], [0.03, 0.02], [39.72, 0.12], '1.000', '8', '', [21.5483, -0.7], 'Anon.', 'Ia']
['2005je', '0.0931', [19.16, 0.03], [-1.86, 0.15], [-0.02, 0.02], [38.28, 0.11], '0.552', '8', '', [2.59, 1.0667], 'Anon.', 'Ia?']
['2005jg', '0.3024', [22.06, 0.04], [-0.93, 0.42], [0.09, 0.03], [41.03, 0.13], '0.552', '8', '', [23.0167, -0.2], 'Anon.', 'Ia']
['2005jh', '0.1086', [19.52, 0.03], [-1.73, 0.2], [-0.02, 0.02], [38.65, 0.12], '0.552', '8', '', [23.335, -0.05], 'Anon.', 'Ia']
['2005ed', '0.0857', [18.8, 0.08], [-0.7, 0.24], [0.01, 0.04], [37.99, 0.12], '0.552', '8', '', [0.0467, 0.75], 'Anon.', 'Ia']
['2005jm', '0.2026', [20.77, 0.04], [0.3, 0.38], [0.05, 0.03], [39.97, 0.13], '1.000', '8', '', [21.8717, 0.4667], 'Anon.', 'Ia']
['2005kn', '0.1967', [21.27, 0.04], [-2.59, 0.52], [0.13, 0.03], [39.92, 0.13], '0.552', '8', '', [21.2583, -0.35], 'Anon.', 'Ia?']
['2005ei', '0.1267', [19.79, 0.05], [1.31, 0.41], [0.14, 0.03], [38.92, 0.12], '0.552', '8', '', [21.9467, 0.3167], 'Anon.', 'Ia?']
['2005ji', '0.2146', [20.89, 0.03], [-0.54, 0.26], [-0.03, 0.02], [40.2, 0.12], '0.552', '8', '', [0.2883, -0.25], 'Anon.', 'Ia']
['2005jn', '0.3204', [21.53, 0.04], [0.18, 0.52], [-0.1, 0.03], [41.1, 0.13], '0.552', '8', '', [0.3167, -0.2833], 'Anon.', 'Ia']
['2005jo', '0.2183', [21.11, 0.04], [0.22, 0.27], [0.09, 0.02], [40.22, 0.12], '0.552', '8', '', [3.4733, -0.3333], 'Anon.', 'Ia']
['2005eg', '0.1897', [20.65, 0.03], [0.83, 0.27], [0.04, 0.02], [39.94, 0.12], '0.552', '8', '', [1.035, -0.8833], 'Anon.', 'Ia']
['2005ex', '0.0929', [19.06, 0.05], [0.17, 0.22], [0.09, 0.03], [38.15, 0.12], '0.552', '8', '', [1.6983, -0.8833], 'Anon.', 'Ia?']
['2005jw', '0.3797', [21.93, 0.05], [1.34, 0.54], [-0.02, 0.03], [41.43, 0.15], '0.552', '8', '', [20.6717, 0.0], 'Anon.', 'Ia']
['2005jp', '0.2109', [21.21, 0.03], [-0.1, 0.34], [0.21, 0.02], [39.98, 0.12], '0.552', '8', '', [2.1633, -0.0667], 'Anon.', 'Ia']
['2005jj', '0.3666', [22.25, 0.09], [-1.77, 0.81], [-0.22, 0.06], [41.86, 0.2], '0.552', '8', '', [20.945, 0.4167], 'Anon.', 'Ia?']
['2005jv', '0.4209', [22.52, 0.07], [0.37, 0.93], [-0.11, 0.07], [42.13, 0.2], '0.552', '8', '', [2.68, 1.0], 'Anon.', 'Ia']
['2005ju', '0.2580', [21.6, 0.04], [0.09, 0.38], [0.11, 0.03], [40.64, 0.14], '0.552', '8', '', [2.6083, 0.5167], 'Anon.', 'Ia']
['2005ko', '0.1836', [21.11, 0.04], [-0.96, 0.3], [0.24, 0.03], [39.71, 0.12], '0.552', '8', '', [23.835, -0.9167], 'Anon.', 'Ia']
['2005mi', '0.2125', [20.8, 0.05], [0.6, 0.48], [0.03, 0.03], [40.09, 0.13], '0.552', '8', '', [22.35, -0.75], 'Anon.', 'Ia']
['2005jt', '0.3600', [22.41, 0.07], [-1.45, 0.58], [0.15, 0.06], [41.16, 0.18], '0.552', '8', '', [2.845, -0.0667], 'Anon.', 'Ia']
['2005mh', '0.3940', [22.22, 0.06], [0.6, 0.43], [-0.07, 0.04], [41.78, 0.15], '0.552', '8', '', [2.7483, 0.2], 'Anon.', 'Ia?']
['2005kp', '0.1147', [19.38, 0.03], [-0.45, 0.19], [-0.03, 0.02], [38.67, 0.11], '1.000', '8', '', [0.515, -0.7167], 'Anon.', 'Ia']
['2005ld', '0.1437', [19.94, 0.03], [0.53, 0.22], [0.05, 0.02], [39.19, 0.12], '0.373', '8', '', [21.6667, 0.0], 'Anon.', 'Ia']
['2005le', '0.2525', [21.35, 0.06], [0.75, 0.55], [0.09, 0.04], [40.52, 0.15], '0.552', '8', '', [22.525, -0.5], 'Anon.', 'Ia']
['2005kq', '0.3873', [22.23, 0.08], [-0.74, 0.61], [-0.19, 0.06], [41.89, 0.19], '0.552', '8', '', [23.1883, -0.6167], 'Anon.', 'Ia']
['2005lg', '0.3486', [22.07, 0.08], [1.04, 0.76], [0.08, 0.05], [41.3, 0.18], '0.552', '8', '', [1.2717, -0.8], 'Anon.', 'Ia']
['2005li', '0.2555', [21.41, 0.07], [-0.91, 0.53], [0.05, 0.05], [40.49, 0.15], '0.552', '8', '', [22.3883, 0.25], 'Anon.', 'Ia']
['2005lh', '0.2166', [21.06, 0.06], [-1.95, 0.42], [-0.1, 0.05], [40.36, 0.15], '0.552', '8', '', [21.93, 1.1833], 'Anon.', 'Ia']
['1996e', '0.4300', [22.63, 0.15], [-1.52, 1.16], [0.17, 0.08], [41.32, 0.36], '0.552', '9', '', [10.1717, -12.55], 'Anon.', 'Ia']
['1996h', '0.6200', [23.29, 0.08], [3.6, 1.07], [-0.08, 0.08], [43.23, 0.39], '0.552', '9', '', [12.4817, -0.0833], 'Anon.', 'Ia']
['1996i', '0.5700', [23.39, 0.07], [-1.56, 0.61], [0.0, 0.08], [42.49, 0.39], '0.552', '9', '', [12.0117, -0.2667], 'Anon.', 'Ia']
['1996j', '0.3000', [21.92, 0.05], [-2.33, 0.35], [-0.01, 0.05], [40.96, 0.31], '0.552', '9', '', [10.1767, -12.6167], 'Anon.', 'Ia']
['1996k', '0.3800', [22.61, 0.05], [-1.44, 0.32], [-0.13, 0.06], [42.06, 0.33], '0.552', '9', '', [8.4117, -0.35], 'Anon.', 'Ia']
['1996u', '0.4300', [22.58, 0.08], [-0.83, 1.09], [-0.25, 0.15], [42.4, 0.46], '0.552', '9', '', [11.8433, 10.45], 'Anon.', 'Ia']
['1995ao', '0.2400', [21.64, 0.15], [3.09, 1.85], [0.23, 0.15], [40.74, 0.4], '0.552', '9', '', [2.9583, -1.6833], 'Anon.', 'Ia']
['1997ce', '0.4400', [22.73, 0.06], [-1.62, 0.3], [-0.09, 0.05], [42.05, 0.32], '0.552', '9', '', [17.13, 44.0167], 'Anon.', 'Ia']
['1997cj', '0.5000', [23.12, 0.07], [-0.71, 0.34], [-0.01, 0.04], [42.36, 0.32], '0.552', '9', '', [12.6183, 62.4333], 'Anon.', 'Ia']
['1997ck', '0.9700', [24.69, 0.14], [0.53, 1.37], [0.5, 0.27], [42.82, 0.81], '0.552', '9', '', [16.8833, 35.0667], 'Anon.']
['1995k', '0.4790', [22.69, 0.07], [-0.23, 0.64], [-0.16, 0.07], [42.35, 0.36], '0.552', '9', '', [10.8467, -9.25], 'Anon.', 'Ia']
['1997ap', '0.8300', [24.31, 0.11], [0.33, 0.74], [0.05, 0.06], [43.54, 0.47], '0.552', '10', '', [13.7867, 2.4], 'Anon.', 'Ia']
['1997am', '0.4160', [22.32, 0.09], [0.44, 0.3], [-0.31, 0.19], [42.42, 0.56], '0.552', '10', '', [10.9583, -3.2333], 'Anon.', 'Ia']
['1997aj', '0.5810', [23.19, 0.1], [0.71, 0.8], [0.21, 0.11], [42.06, 0.51], '0.552', '10', '', [10.9317, -3.9833], 'Anon.', 'Ia']
['1997ai', '0.4500', [22.87, 0.08], [-2.69, 0.92], [0.0, 0.08], [41.83, 0.45], '0.552', '10', '', [10.8167, 0.5333], 'Anon.', 'Ia']
['1997af', '0.5790', [23.52, 0.1], [-1.09, 0.49], [-0.2, 0.19], [43.19, 0.64], '0.552', '10', '', [8.3983, 4.15], 'Anon.', 'Ia']
